job-id,C,M,E,T_A,T_est,T_D
job-1817,2,9,1,90842,25,91030
job-1818,1,10,4,90875,19,90982
job-1819,6,8,1,90934,94,91044
job-1820,2,12,3,90995,13,91198
job-1821,4,9,7,91038,211,91407
job-1822,2,11,5,91090,59,91323
job-1823,4,5,6,91139,18,91385
job-1824,1,12,7,91198,108,91429
job-1825,1,4,4,91250,126,91551
job-1826,3,12,1,91294,88,91664
job-1827,5,8,3,91341,214,91697
job-1828,1,12,8,91398,239,91698
job-1829,2,7,6,91460,247,91791
job-1830,3,6,2,91514,12,91770
job-1831,1,9,4,91553,60,91624
job-1832,2,9,4,91601,20,91628
job-1833,1,9,3,91646,289,92032
job-1834,4,10,8,91711,91,91991
job-1835,1,11,6,91765,156,91999
job-1836,5,11,4,91811,17,91928
job-1837,1,6,4,91858,118,92270
job-1838,4,12,6,91915,10,92093
job-1839,5,12,6,91961,60,92314
job-1840,5,11,5,92016,315,92594
job-1841,4,4,4,92072,89,92205
job-1842,5,7,2,92116,125,92428
job-1843,2,4,5,92165,83,92396
job-1844,3,12,7,92215,145,92381
job-1845,4,10,8,92262,121,92523
job-1846,6,10,7,92314,249,92781
job-1847,6,7,2,92355,33,92493
job-1848,1,6,3,92404,176,92614
job-1849,3,4,4,92449,287,92857
job-1850,4,9,5,92496,150,92732
job-1851,6,11,3,92547,262,93059
job-1852,5,9,3,92594,44,92837
job-1853,5,12,8,92638,153,93032
job-1854,3,12,5,92689,54,92909
job-1855,2,7,6,92735,79,92951
job-1856,5,8,7,92787,90,93025
job-1857,5,4,8,92850,34,93027
job-1858,5,7,2,92895,232,93264
job-1859,5,4,2,92950,64,93100
job-1860,6,9,6,93009,75,93226
job-1861,2,4,2,93047,238,93287
job-1862,2,8,2,93103,34,93402
job-1863,3,6,8,93158,117,93377
job-1864,2,7,8,93212,134,93403
job-1865,2,7,8,93259,18,93301
job-1866,5,6,8,93315,99,93426
job-1867,1,7,6,93371,11,93643
job-1868,3,12,8,93425,18,93621
job-1869,6,4,2,93473,241,93717
job-1870,6,7,7,93523,136,93913
job-1871,1,5,7,93583,30,93889
job-1872,3,5,6,93636,78,93827
job-1873,5,9,3,93681,83,94062
job-1874,3,8,6,93739,29,93975
job-1875,2,6,7,93792,219,94021
job-1876,5,5,2,93837,204,94201
job-1877,3,10,2,93881,28,94132
job-1878,2,10,7,93928,24,94220
job-1879,2,4,5,93976,174,94420
job-1880,6,12,2,94033,79,94273
job-1881,3,8,6,94083,85,94457
job-1882,6,9,1,94133,10,94314
job-1883,4,4,6,94174,138,94562
job-1884,3,8,1,94209,157,94644
job-1885,6,9,4,94254,103,94396
job-1886,3,7,7,94291,75,94611
job-1887,4,12,4,94336,120,94609
job-1888,6,9,3,94391,83,94597
job-1889,2,10,8,94438,119,94719
job-1890,6,8,4,94473,102,94853
job-1891,5,11,4,94517,57,94827
job-1892,4,6,4,94570,44,94804
job-1893,5,5,3,94614,132,94964
job-1894,4,6,3,94669,70,94867
job-1895,1,7,7,94722,115,94938
job-1896,1,9,5,94770,85,95052
job-1897,4,6,4,94818,56,95011
job-1898,4,4,7,94861,158,95305
job-1899,1,10,8,94906,294,95490
job-1900,3,11,2,94961,82,95266
job-1901,6,12,5,95005,274,95408
job-1902,2,4,2,95065,10,95281
job-1903,5,8,6,95111,66,95214
job-1904,6,10,8,95167,43,95508
job-1905,5,6,5,95205,151,95534
job-1906,5,9,4,95259,55,95472
job-1907,6,6,2,95314,185,95714
job-1908,3,12,3,95365,32,95430
job-1909,3,12,1,95412,33,95485
job-1910,6,6,1,95461,77,95763
job-1911,4,4,6,95509,256,95815
job-1912,1,6,7,95566,237,95909
job-1913,3,6,4,95624,101,95857
job-1914,2,5,5,95674,26,95754
job-1915,6,6,5,95723,95,96067
job-1916,5,4,1,95750,82,95908
job-1917,6,6,3,95790,73,96098
job-1918,5,4,3,95837,154,96146
job-1919,3,10,8,95891,46,96012
job-1920,3,7,8,95930,17,96009
job-1921,1,5,6,95986,127,96129
job-1922,3,8,7,96039,19,96224
job-1923,2,12,7,96087,51,96257
job-1924,4,11,4,96137,65,96415
job-1925,2,12,5,96189,39,96517
job-1926,5,7,5,96261,163,96627
job-1927,4,6,6,96324,90,96487
job-1928,1,6,8,96385,46,96659
job-1929,2,5,2,96436,14,96587
job-1930,5,7,3,96499,40,96606
job-1931,6,10,8,96546,22,96799
job-1932,5,10,2,96588,132,96818
job-1933,3,9,8,96640,48,96823
job-1934,6,12,8,96686,90,96845
job-1935,6,5,4,96750,166,97000
job-1936,4,9,2,96793,35,96914
job-1937,6,9,1,96843,83,97090
job-1938,4,5,5,96889,68,97036
job-1939,3,7,4,96940,49,97206
job-1940,6,4,5,97001,222,97492
job-1941,2,12,7,97053,342,97647
job-1942,3,6,5,97100,16,97117
job-1943,5,4,5,97163,86,97437
job-1944,5,9,6,97222,21,97489
job-1945,6,11,1,97266,141,97448
job-1946,5,8,7,97317,74,97575
job-1947,2,8,4,97358,63,97684
job-1948,2,8,2,97413,88,97674
job-1949,3,6,6,97466,35,97550
job-1950,2,7,6,97526,86,97663
job-1951,2,7,5,97586,113,97823
job-1952,3,12,7,97639,58,97707
job-1953,1,10,4,97699,122,98060
job-1954,1,10,1,97751,32,98036
job-1955,5,8,6,97817,48,97952
job-1956,3,5,4,97858,160,98084
job-1957,6,9,7,97907,97,98110
job-1958,3,6,2,97962,467,98640
job-1959,5,8,2,98006,108,98247
job-1960,1,7,5,98048,76,98205
job-1961,3,6,3,98095,11,98314
job-1962,3,4,5,98147,129,98505
job-1963,1,9,6,98192,150,98459
job-1964,6,8,4,98240,111,98647
job-1965,2,5,7,98274,158,98507
job-1966,5,8,3,98337,285,98792
job-1967,2,4,8,98386,15,98499
job-1968,2,11,1,98431,141,98599
job-1969,5,10,6,98481,374,99064
job-1970,4,11,5,98541,72,98744
job-1971,1,9,3,98586,125,98806
job-1972,1,11,7,98639,233,98931
job-1973,1,10,7,98691,52,99018
job-1974,2,11,7,98740,222,99052
job-1975,1,12,4,98793,89,98990
job-1976,1,4,7,98830,314,99145
job-1977,1,8,1,98868,394,99423
job-1978,6,9,1,98923,127,99246
job-1979,3,6,4,98969,78,99069
job-1980,3,9,6,99023,108,99206
job-1981,6,7,6,99075,254,99591
job-1982,1,5,8,99114,433,99700
job-1983,2,9,1,99172,38,99233
job-1984,3,4,2,99234,329,99672
job-1985,2,10,3,99269,197,99628
job-1986,3,12,7,99312,258,99819
job-1987,5,11,3,99364,81,99718
job-1988,4,8,3,99406,17,99648
job-1989,4,10,2,99453,107,99754
job-1990,1,4,1,99509,148,99691
job-1991,1,4,1,99545,16,99576
job-1992,5,11,1,99599,53,99841
job-1993,2,5,2,99649,119,99829
job-1994,6,9,8,99690,15,99972
job-1995,3,10,1,99744,140,99930
job-1996,6,5,1,99794,42,100132
job-1997,1,9,7,99844,83,100016
job-1998,5,9,8,99891,79,100260
job-1999,2,4,3,99937,575,100811
job-2000,5,10,3,99993,201,100318
job-2001,6,12,5,100049,113,100431
job-2002,5,8,3,100099,30,100294
job-2003,3,10,2,100145,77,100292
job-2004,2,7,5,100183,47,100290
job-2005,4,5,7,100238,217,100715
job-2006,2,6,8,100291,20,100534
job-2007,1,7,2,100346,92,100645
job-2008,4,9,1,100393,240,100767
job-2009,6,4,4,100445,112,100628
job-2010,4,12,2,100494,41,100718
job-2011,1,5,1,100535,39,100827
job-2012,5,5,2,100588,106,100783
job-2013,4,6,5,100636,195,100885
job-2014,3,7,1,100683,195,100936
job-2015,6,7,3,100727,16,100836
job-2016,6,6,7,100774,48,101117
job-2017,6,11,8,100821,64,101160
job-2018,4,6,3,100875,25,100933
job-2019,3,10,2,100922,17,100973
job-2020,2,11,1,100974,41,101294
job-2021,3,10,3,101037,195,101504
job-2022,3,7,2,101084,134,101282
job-2023,1,8,7,101126,122,101367
job-2024,6,9,1,101177,245,101449
job-2025,2,5,6,101221,30,101307
job-2026,3,10,7,101283,10,101344
job-2027,2,12,3,101342,182,101722
job-2028,2,12,2,101392,74,101744
job-2029,5,6,6,101443,21,101642
job-2030,5,12,6,101506,74,101688
job-2031,2,7,8,101553,108,101955
job-2032,4,12,7,101602,177,102010
job-2033,4,10,4,101664,18,101917
job-2034,4,5,1,101715,274,102110
job-2035,5,7,7,101763,463,102231
job-2036,4,8,6,101809,393,102497
job-2037,4,5,7,101853,23,102015
job-2038,6,7,6,101895,109,102174
job-2039,6,4,6,101940,54,102227
job-2040,1,11,7,101996,17,102082
job-2041,4,6,4,102040,52,102116
job-2042,4,10,8,102086,35,102361
job-2043,4,6,4,102145,63,102370
job-2044,5,8,6,102194,153,102516
job-2045,2,12,1,102249,52,102433
job-2046,1,9,1,102307,62,102519
job-2047,4,12,6,102362,105,102736
job-2048,3,11,3,102406,49,102470
job-2049,4,10,6,102451,44,102625
job-2050,4,5,5,102488,184,102774
job-2051,6,9,4,102545,205,103008
job-2052,1,11,5,102591,36,102770
job-2053,4,12,2,102645,29,102931
job-2054,1,7,4,102695,110,102825
job-2055,4,5,2,102746,92,102924
job-2056,6,12,5,102795,131,103066
job-2057,1,8,6,102838,198,103178
job-2058,2,7,5,102886,58,102989
job-2059,2,6,3,102933,35,102992
job-2060,4,12,1,102973,12,103108
job-2061,3,12,3,103021,11,103177
job-2062,6,11,7,103084,50,103255
job-2063,5,7,4,103133,135,103415
job-2064,3,6,4,103193,46,103499
job-2065,1,4,1,103248,42,103562
job-2066,2,4,4,103297,113,103454
job-2067,2,7,6,103344,26,103647
job-2068,1,6,8,103382,95,103754
job-2069,1,10,5,103436,73,103550
job-2070,5,11,6,103481,215,103955
job-2071,5,9,4,103534,129,103676
job-2072,2,10,4,103594,248,103981
job-2073,1,4,7,103642,35,103848
job-2074,3,12,1,103696,59,103782
job-2075,1,6,8,103740,227,104236
job-2076,2,10,4,103780,68,104023
job-2077,3,8,5,103832,113,104065
job-2078,6,4,8,103880,409,104289
job-2079,6,6,1,103932,113,104289
job-2080,1,11,2,103983,74,104235
job-2081,3,9,5,104035,65,104160
job-2082,2,6,7,104079,463,104825
job-2083,3,6,5,104127,89,104448
job-2084,2,10,5,104165,94,104481
job-2085,2,9,2,104212,138,104530
job-2086,6,10,6,104266,73,104586
job-2087,1,5,2,104310,412,105001
job-2088,5,8,2,104344,39,104414
job-2089,1,6,1,104391,28,104558
job-2090,2,7,4,104440,70,104608
job-2091,6,7,3,104494,198,104725
job-2092,5,7,8,104542,165,104982
job-2093,2,11,8,104604,22,104745
job-2094,1,6,8,104657,93,104842
job-2095,4,6,4,104709,183,105163
job-2096,1,8,2,104744,35,104779
job-2097,2,4,6,104790,53,104938
job-2098,2,7,5,104844,21,104951
job-2099,4,12,5,104904,72,104989
job-2100,4,6,6,104962,398,105413
job-2101,6,8,8,105009,76,105122
job-2102,4,7,3,105058,53,105186
job-2103,6,5,3,105105,150,105451
job-2104,3,6,6,105148,74,105374
job-2105,4,7,8,105201,134,105388
job-2106,1,5,5,105233,29,105392
job-2107,1,6,8,105284,88,105611
job-2108,1,12,2,105325,23,105484
job-2109,6,11,1,105374,211,105825
job-2110,3,4,8,105441,38,105755
job-2111,5,4,5,105498,71,105866
job-2112,4,10,8,105545,56,105872
job-2113,6,12,4,105589,486,106295
job-2114,6,12,5,105644,127,105913
job-2115,5,5,2,105689,82,105811
job-2116,3,11,3,105750,54,106016
job-2117,2,12,3,105794,51,105926
job-2118,2,11,7,105854,98,106036
job-2119,1,7,5,105891,40,105954
job-2120,6,5,3,105943,176,106152
job-2121,1,7,7,105996,179,106289
job-2122,5,11,1,106037,134,106189
job-2123,4,6,3,106085,118,106371
job-2124,3,7,5,106136,31,106464
job-2125,6,11,7,106188,15,106242
job-2126,2,6,8,106239,12,106365
job-2127,2,9,3,106283,59,106552
job-2128,6,5,3,106330,73,106409
job-2129,5,7,2,106380,138,106622
job-2130,4,7,7,106421,87,106522
job-2131,4,9,3,106462,19,106555
job-2132,2,7,6,106511,101,106680
job-2133,6,11,6,106559,70,106849
job-2134,5,6,5,106606,153,106876
job-2135,6,10,5,106654,24,106903
job-2136,3,6,4,106702,53,106894
job-2137,4,4,3,106744,100,106873
job-2138,4,8,1,106788,49,106951
job-2139,5,4,7,106830,18,106963
job-2140,1,5,5,106890,236,107129
job-2141,2,12,6,106957,25,107019
job-2142,1,7,5,107011,167,107289
job-2143,1,5,8,107062,53,107340
job-2144,6,8,7,107113,117,107437
job-2145,4,9,6,107153,75,107243
job-2146,3,4,6,107211,35,107285
job-2147,1,4,5,107260,159,107562
job-2148,5,4,7,107305,93,107506
job-2149,2,10,7,107360,31,107581
job-2150,3,6,8,107415,90,107568
job-2151,2,10,3,107475,17,107725
job-2152,3,5,4,107514,10,107633
job-2153,1,10,5,107564,65,107800
job-2154,6,4,8,107617,54,107691
job-2155,6,5,6,107668,67,107829
job-2156,1,11,6,107713,132,108027
job-2157,2,11,7,107765,635,108498
job-2158,6,7,4,107811,21,107946
job-2159,1,10,5,107853,28,108095
job-2160,1,7,1,107916,206,108201
job-2161,3,7,4,107963,32,108215
job-2162,3,9,5,108009,138,108315
job-2163,6,10,5,108052,30,108317
job-2164,2,8,6,108107,11,108187
job-2165,4,8,6,108150,31,108463
job-2166,2,10,4,108216,52,108286
job-2167,5,8,1,108266,150,108696
job-2168,3,7,2,108309,18,108400
job-2169,2,8,4,108360,118,108738
job-2170,1,5,4,108416,89,108791
job-2171,5,5,3,108452,101,108559
job-2172,1,4,1,108504,53,108566
job-2173,4,4,7,108557,74,108804
job-2174,5,12,5,108598,177,108920
job-2175,6,7,4,108640,93,108916
job-2176,2,4,3,108677,76,108842
job-2177,4,5,7,108724,78,109086
job-2178,6,12,1,108774,235,109148
job-2179,2,4,5,108814,49,109116
job-2180,1,8,4,108865,161,109288
job-2181,4,4,7,108925,65,109190
job-2182,6,11,6,108965,80,109315
job-2183,2,4,1,109018,127,109391
job-2184,4,7,1,109072,243,109331
job-2185,5,6,4,109125,151,109463
job-2186,5,10,6,109182,78,109496
job-2187,3,5,7,109227,247,109552
job-2188,3,8,6,109275,199,109579
job-2189,4,11,6,109338,268,109613
job-2190,3,7,3,109387,38,109442
job-2191,6,12,6,109429,152,109715
job-2192,6,5,3,109474,29,109658
job-2193,2,4,1,109511,77,109847
job-2194,5,12,1,109568,201,110047
job-2195,3,8,4,109615,179,109915
job-2196,3,10,4,109676,89,109934
job-2197,2,9,7,109727,127,109860
job-2198,4,4,6,109787,125,109998
job-2199,2,5,2,109844,90,110088
job-2200,4,4,5,109892,169,110230
job-2201,2,8,8,109959,76,110124
job-2202,5,11,7,110011,24,110078
job-2203,6,10,1,110053,50,110211
job-2204,6,8,2,110102,34,110309
job-2205,4,7,3,110161,79,110492
job-2206,2,7,4,110205,58,110508
job-2207,3,7,7,110246,75,110381
job-2208,5,12,4,110294,278,110789
job-2209,5,8,6,110342,349,110979
job-2210,6,10,8,110393,24,110530
job-2211,1,4,1,110447,94,110614
job-2212,4,7,4,110492,168,110807
job-2213,3,6,7,110549,27,110685
job-2214,1,10,6,110605,159,110870
job-2215,4,6,8,110645,65,110715
job-2216,2,8,7,110692,201,111098
job-2217,6,5,3,110744,202,111079
job-2218,5,6,4,110793,153,111221
job-2219,4,12,4,110841,31,111092
job-2220,4,9,7,110891,39,111164
job-2221,5,4,7,110938,80,111213
job-2222,4,10,8,110995,42,111331
job-2223,3,6,2,111054,75,111269
job-2224,1,6,4,111097,19,111189
job-2225,2,9,4,111139,290,111657
job-2226,1,10,5,111188,39,111380
job-2227,3,7,1,111232,151,111670
job-2228,2,9,4,111279,65,111395
job-2229,1,6,8,111346,68,111554
job-2230,1,7,8,111386,106,111611
job-2231,5,10,6,111432,248,111919
job-2232,4,5,4,111478,114,111739
job-2233,5,7,4,111537,131,111745
job-2234,5,5,8,111588,146,111877
job-2235,2,7,2,111639,284,112219
job-2236,5,10,7,111709,29,112006
job-2237,3,9,2,111758,136,111899
job-2238,6,7,5,111816,124,112195
job-2239,3,8,3,111859,147,112013
job-2240,6,6,6,111904,410,112363
job-2241,4,12,4,111950,13,112198
job-2242,6,5,1,112001,10,112121
job-2243,3,12,2,112062,74,112319
job-2244,4,12,6,112112,295,112514
job-2245,4,4,7,112168,79,112352
job-2246,2,10,7,112205,224,112466
job-2247,1,6,5,112255,103,112653
job-2248,1,11,5,112305,47,112641
job-2249,5,5,4,112363,12,112593
job-2250,2,6,2,112423,28,112679
job-2251,6,11,1,112469,175,112937
job-2252,6,12,7,112525,105,112921
job-2253,4,8,6,112581,284,112946
job-2254,1,7,2,112620,122,112820
job-2255,3,9,5,112676,47,112991
job-2256,5,11,1,112719,15,112811
job-2257,6,4,8,112776,249,113273
job-2258,6,7,8,112827,24,112858
job-2259,5,7,1,112881,83,113014
job-2260,5,6,3,112931,31,113033
job-2261,3,6,2,112970,97,113204
job-2262,5,11,6,113027,36,113287
job-2263,2,4,4,113071,166,113391
job-2264,1,10,4,113121,63,113268
job-2265,5,8,7,113163,72,113470
job-2266,6,4,8,113220,219,113441
job-2267,2,7,5,113268,40,113366
job-2268,1,7,4,113317,81,113416
job-2269,3,6,7,113373,94,113591
job-2270,5,10,2,113421,64,113497
job-2271,3,7,7,113472,59,113668
job-2272,3,9,2,113524,18,113840
job-2273,4,8,8,113570,85,113667
job-2274,1,9,3,113623,57,113825
job-2275,5,5,1,113672,64,114000
job-2276,5,12,8,113733,12,113814
job-2277,6,12,8,113765,116,114068
job-2278,2,8,7,113814,29,113854
job-2279,6,5,4,113871,16,114107
job-2280,2,10,3,113918,13,114071
job-2281,5,8,8,113981,83,114178
job-2282,1,6,3,114020,122,114270
job-2283,4,5,1,114088,44,114301
job-2284,2,5,8,114141,164,114310
job-2285,2,7,5,114179,216,114557
job-2286,3,10,6,114228,36,114284
job-2287,3,10,6,114282,291,114716
job-2288,2,8,2,114334,217,114587
job-2289,2,9,6,114383,135,114804
job-2290,5,11,3,114432,189,114881
job-2291,3,12,1,114478,55,114614
job-2292,2,6,6,114526,162,114815
job-2293,1,5,7,114567,44,114847
job-2294,1,4,5,114604,106,114765
job-2295,6,7,2,114655,55,114746
job-2296,4,10,4,114714,101,114943
job-2297,1,9,8,114755,234,115145
job-2298,1,5,6,114805,193,115057
job-2299,5,7,7,114866,105,115042
job-2300,1,12,3,114919,181,115205
job-2301,1,11,2,114971,330,115447
job-2302,6,10,1,115011,34,115241
job-2303,2,9,1,115063,127,115279
job-2304,2,4,5,115112,73,115235
job-2305,2,8,1,115167,25,115471
job-2306,2,8,2,115225,218,115470
job-2307,2,9,2,115276,47,115511
job-2308,6,7,3,115317,28,115442
job-2309,4,12,3,115382,155,115701
job-2310,2,7,1,115427,43,115481
job-2311,1,8,4,115471,101,115810
job-2312,1,6,2,115533,267,116004
job-2313,1,7,2,115575,45,115760
job-2314,4,4,5,115624,47,115830
job-2315,1,6,5,115680,94,115825
job-2316,2,12,7,115728,147,116097
job-2317,3,12,6,115776,32,116105
job-2318,6,8,4,115826,146,116064
job-2319,4,9,4,115887,19,116027
job-2320,2,6,7,115937,127,116345
job-2321,4,8,7,115996,30,116221
job-2322,2,11,7,116042,34,116119
job-2323,6,8,7,116086,63,116270
job-2324,6,10,1,116147,114,116517
job-2325,5,6,2,116207,297,116742
job-2326,2,7,8,116258,54,116544
job-2327,5,10,1,116308,64,116436
job-2328,4,4,6,116360,53,116511
job-2329,4,6,1,116415,14,116728
job-2330,3,7,2,116469,141,116789
job-2331,2,9,6,116524,83,116897
job-2332,4,11,3,116594,335,116969
job-2333,4,10,5,116643,106,116880
job-2334,6,4,3,116708,23,116769
job-2335,5,4,8,116748,139,117010
job-2336,2,8,2,116785,11,116817
job-2337,3,6,3,116839,103,116983
job-2338,6,6,3,116908,100,117307
job-2339,5,9,6,116958,76,117128
job-2340,3,12,4,117013,40,117109
job-2341,3,7,2,117067,110,117296
job-2342,5,5,7,117108,270,117388
job-2343,6,8,1,117152,65,117269
job-2344,1,6,6,117212,76,117444
job-2345,6,8,8,117272,69,117545
job-2346,4,7,7,117321,154,117731
job-2347,1,9,1,117375,34,117673
job-2348,1,12,3,117419,278,117859
job-2349,1,12,3,117460,10,117753
job-2350,5,8,3,117508,152,117668
job-2351,4,10,6,117574,97,117732
job-2352,2,12,1,117610,313,117956
job-2353,3,7,3,117647,102,118043
job-2354,4,6,3,117700,50,117954
job-2355,6,5,7,117754,55,118090
job-2356,1,7,2,117813,30,117892
job-2357,6,4,8,117866,23,118092
job-2358,5,9,3,117918,192,118158
job-2359,5,10,2,117980,65,118243
job-2360,4,8,3,118034,297,118433
job-2361,3,8,3,118078,104,118255
job-2362,5,8,5,118124,35,118372
job-2363,2,11,8,118174,21,118419
job-2364,3,8,7,118231,153,118393
job-2365,3,9,6,118286,114,118498
job-2366,4,12,5,118347,50,118631
job-2367,3,11,6,118394,186,118877
job-2368,4,9,6,118439,316,118813
job-2369,4,11,5,118491,61,118585
job-2370,1,9,1,118532,129,118923
job-2371,3,7,4,118579,66,118823
job-2372,4,8,1,118617,40,118871
job-2373,6,7,4,118666,48,118823
job-2374,3,5,1,118716,45,118796
job-2375,4,8,7,118757,198,119183
job-2376,1,5,5,118811,101,119121
job-2377,5,5,8,118856,36,118967
job-2378,1,12,4,118905,118,119198
job-2379,1,9,6,118957,75,119159
job-2380,3,6,8,119017,252,119497
job-2381,1,9,4,119080,665,120036
job-2382,5,7,4,119139,15,119211
job-2383,6,11,7,119189,112,119564
job-2384,2,11,4,119243,396,119691
job-2385,1,10,4,119282,66,119543
job-2386,1,11,8,119326,130,119584
job-2387,2,8,3,119368,10,119492
job-2388,5,5,8,119419,64,119586
job-2389,2,8,1,119458,38,119710
job-2390,1,10,3,119499,216,119845
job-2391,5,4,1,119538,65,119714
job-2392,1,6,4,119588,71,119744
job-2393,2,7,5,119630,106,119901
job-2394,2,10,7,119684,18,119956
job-2395,4,12,3,119735,69,119985
job-2396,3,7,2,119783,97,120008
job-2397,3,9,8,119841,142,120242
job-2398,1,5,3,119889,34,119924
job-2399,1,6,6,119944,20,119964
job-2400,5,5,1,120003,100,120109
job-2401,4,12,3,120045,132,120237
job-2402,4,10,2,120102,25,120346
job-2403,1,5,1,120150,134,120309
job-2404,2,11,1,120210,190,120602
job-2405,6,11,7,120265,121,120675
job-2406,3,7,3,120312,10,120444
job-2407,4,8,6,120370,109,120513
job-2408,4,10,6,120413,22,120705
job-2409,5,9,4,120475,237,120781
job-2410,4,7,8,120538,138,120865
job-2411,5,10,6,120588,68,120905
job-2412,3,5,5,120647,261,121068
job-2413,5,10,3,120702,19,120779
job-2414,5,10,8,120766,70,121130
job-2415,6,11,4,120818,53,120875
job-2416,5,10,7,120860,156,121153
job-2417,1,8,2,120908,21,121124
job-2418,2,5,1,120959,124,121366
job-2419,6,7,5,121009,102,121262
job-2420,1,12,1,121068,45,121402
job-2421,4,9,6,121118,30,121275
job-2422,3,4,4,121171,77,121335
job-2423,5,9,4,121222,228,121521
job-2424,6,7,3,121273,39,121507
job-2425,4,6,4,121320,31,121531
job-2426,1,10,4,121369,335,121805
job-2427,2,6,2,121424,84,121639
job-2428,5,4,4,121478,166,121762
job-2429,3,11,2,121531,83,121913
job-2430,6,10,3,121574,59,121712
job-2431,6,11,4,121627,12,121830
job-2432,4,6,2,121685,107,121852
job-2433,2,6,6,121724,216,122209
job-2434,5,7,7,121776,130,122097
job-2435,4,6,4,121834,253,122270
job-2436,4,8,4,121887,219,122130
job-2437,2,4,5,121937,39,122224
job-2438,3,7,3,121988,219,122228
job-2439,5,12,4,122034,60,122177
job-2440,4,6,4,122090,45,122287
job-2441,4,4,6,122133,19,122181
job-2442,5,5,5,122192,194,122392
job-2443,4,5,6,122240,334,122867
job-2444,1,7,7,122296,46,122594
job-2445,5,9,2,122338,109,122450
job-2446,3,11,5,122392,17,122473
job-2447,1,5,1,122431,196,122847
job-2448,1,4,8,122484,17,122505
job-2449,1,12,6,122541,16,122563
job-2450,4,5,5,122589,42,122911
job-2451,3,5,7,122645,71,122749
job-2452,4,11,6,122700,31,122775
job-2453,4,5,2,122749,145,123089
job-2454,6,7,2,122787,17,122879
job-2455,4,5,2,122830,124,123123
job-2456,2,11,4,122875,25,123035
job-2457,1,4,4,122939,91,123191
job-2458,1,12,6,122988,141,123284
job-2459,5,11,7,123038,27,123126
job-2460,6,9,3,123092,116,123402
job-2461,6,11,5,123147,200,123357
job-2462,3,8,1,123201,49,123297
job-2463,5,8,1,123251,98,123524
job-2464,4,5,3,123311,42,123474
job-2465,5,6,1,123361,29,123627
job-2466,5,7,7,123405,73,123499
job-2467,1,4,8,123464,67,123590
job-2468,1,9,7,123510,33,123604
job-2469,1,5,1,123563,27,123675
job-2470,6,10,4,123619,210,124038
job-2471,6,7,7,123667,119,123832
job-2472,4,11,6,123720,30,123928
job-2473,4,12,5,123765,38,123922
job-2474,5,7,5,123816,65,124049
job-2475,1,6,7,123864,198,124093
job-2476,6,5,5,123909,33,124039
job-2477,6,5,3,123952,242,124365
job-2478,2,9,8,123994,98,124182
job-2479,2,12,8,124058,176,124411
job-2480,3,5,5,124092,192,124306
job-2481,6,4,2,124129,133,124293
job-2482,2,8,2,124174,84,124546
job-2483,5,10,7,124212,28,124391
job-2484,1,12,1,124271,198,124511
job-2485,5,7,3,124333,79,124417
job-2486,3,11,6,124387,30,124473
job-2487,6,7,5,124438,12,124664
job-2488,4,11,8,124502,66,124689
job-2489,2,8,7,124542,68,124702
job-2490,3,6,2,124584,52,124827
job-2491,1,4,7,124638,12,124743
job-2492,5,7,4,124689,10,124832
job-2493,1,7,4,124749,68,124992
job-2494,2,8,1,124813,25,125111
job-2495,6,7,5,124859,150,125243
job-2496,4,7,1,124905,125,125190
job-2497,6,11,6,124949,10,124967
job-2498,1,6,5,124999,59,125196
job-2499,5,4,3,125045,82,125316
job-2500,3,9,6,125095,83,125259
job-2501,2,11,3,125150,16,125418
job-2502,3,4,8,125198,129,125523
job-2503,2,10,2,125260,143,125659
job-2504,6,9,3,125297,23,125605
job-2505,4,7,1,125358,58,125508
job-2506,2,9,1,125408,30,125452
job-2507,1,4,6,125465,100,125626
job-2508,6,6,5,125510,38,125805
job-2509,1,9,1,125564,66,125896
job-2510,2,4,2,125613,45,125763
job-2511,4,10,4,125652,130,125956
job-2512,4,10,2,125700,124,125862
job-2513,6,9,1,125759,71,126085
job-2514,6,10,6,125813,124,126215
job-2515,3,4,8,125863,80,126153
job-2516,4,11,6,125906,153,126306
job-2517,1,9,4,125964,415,126633
job-2518,2,4,6,126015,175,126339
job-2519,6,7,2,126073,215,126537
job-2520,3,4,7,126122,69,126489
job-2521,6,10,7,126165,14,126194
job-2522,6,5,2,126205,141,126600
job-2523,3,12,3,126255,258,126584
job-2524,3,6,4,126315,124,126469
job-2525,6,8,1,126358,48,126705
job-2526,4,9,1,126429,110,126669
job-2527,1,11,6,126466,142,126880
job-2528,3,10,2,126510,18,126649
job-2529,4,5,3,126567,64,126747
job-2530,2,5,1,126614,13,126881
job-2531,1,11,6,126656,155,126893
job-2532,5,10,1,126716,105,127015
job-2533,6,9,4,126767,33,126931
job-2534,3,6,2,126812,64,127054
job-2535,6,9,7,126873,84,127029
job-2536,3,11,1,126929,142,127215
job-2537,2,4,7,126979,166,127329
job-2538,4,5,4,127034,376,127548
job-2539,3,4,3,127077,344,127613
job-2540,4,8,8,127123,64,127347
job-2541,1,6,2,127175,154,127407
job-2542,6,7,5,127224,32,127284
job-2543,5,7,3,127266,22,127397
job-2544,3,11,7,127318,72,127611
job-2545,6,9,7,127368,66,127607
job-2546,4,11,4,127416,16,127526
job-2547,1,9,6,127459,72,127720
job-2548,5,9,3,127520,403,127997
job-2549,1,4,1,127575,36,127901
job-2550,5,6,5,127621,66,127983
job-2551,5,9,2,127672,15,127885
