job-id,C,M,E,T_A,T_est,T_D
job-777,3,8,7,38765,59,38855
job-778,4,12,3,38817,146,39139
job-779,6,9,8,38863,73,39039
job-780,6,6,7,38906,134,39215
job-781,1,9,7,38950,30,39265
job-782,2,8,3,38988,188,39248
job-783,3,5,6,39035,512,39725
job-784,4,8,3,39079,17,39255
job-785,5,5,6,39127,30,39253
job-786,2,9,1,39180,202,39393
job-787,3,6,8,39239,164,39460
job-788,2,11,5,39286,292,39794
job-789,1,11,7,39333,149,39734
job-790,6,12,8,39375,177,39730
job-791,2,7,8,39420,35,39504
job-792,3,6,2,39474,244,39815
job-793,1,4,8,39519,14,39714
job-794,1,5,7,39577,51,39872
job-795,4,6,8,39624,40,39677
job-796,5,6,2,39678,104,39994
job-797,5,11,8,39725,86,39976
job-798,3,7,8,39768,21,40017
job-799,4,11,3,39829,151,40223
job-800,4,8,7,39876,265,40306
job-801,6,4,1,39924,99,40102
job-802,4,7,3,39966,35,40258
job-803,4,10,7,40012,34,40307
job-804,3,8,6,40060,55,40283
job-805,3,5,3,40107,90,40389
job-806,2,4,5,40145,160,40340
job-807,2,8,6,40195,28,40290
job-808,5,12,4,40231,38,40423
job-809,1,4,8,40286,50,40408
job-810,5,9,4,40338,192,40673
job-811,3,6,4,40389,15,40411
job-812,4,7,2,40438,21,40595
job-813,6,11,5,40495,37,40693
job-814,5,9,4,40541,88,40872
job-815,1,12,7,40589,18,40894
job-816,4,10,1,40626,109,40840
job-817,2,10,2,40672,55,40993
job-818,5,5,1,40725,47,40945
job-819,1,5,2,40770,96,40896
job-820,1,11,8,40821,106,40958
job-821,3,4,3,40873,198,41220
job-822,5,4,7,40914,116,41177
job-823,4,11,4,40965,11,41090
job-824,5,4,6,41021,112,41191
job-825,5,11,3,41069,72,41329
job-826,4,11,8,41128,92,41281
job-827,1,12,7,41171,13,41402
job-828,1,10,3,41212,177,41431
job-829,5,12,6,41261,19,41346
job-830,4,5,5,41315,261,41832
job-831,6,10,3,41363,14,41534
job-832,3,5,7,41407,207,41818
job-833,3,9,5,41460,104,41690
job-834,4,9,7,41516,244,41792
job-835,1,4,4,41558,82,41748
job-836,6,6,2,41603,28,41792
job-837,6,9,4,41652,104,42010
job-838,6,7,7,41693,67,41850
job-839,2,4,7,41753,36,41939
job-840,2,4,7,41800,627,42647
job-841,1,9,5,41843,180,42128
job-842,4,6,1,41897,316,42502
job-843,4,10,6,41945,57,42108
job-844,1,7,6,41982,50,42223
job-845,1,4,1,42028,78,42110
job-846,6,9,6,42074,316,42642
job-847,1,10,5,42123,14,42355
job-848,1,8,4,42186,110,42454
job-849,4,4,1,42233,140,42624
job-850,4,5,3,42286,47,42363
job-851,6,8,7,42328,13,42447
job-852,6,7,3,42386,28,42519
job-853,2,8,5,42436,31,42567
job-854,6,9,1,42483,37,42575
job-855,2,10,8,42539,63,42664
job-856,4,12,1,42591,900,43748
job-857,5,11,7,42631,101,43002
job-858,1,11,3,42680,128,42916
job-859,6,4,8,42737,327,43198
job-860,4,11,6,42777,201,43189
job-861,4,5,6,42816,13,42899
job-862,5,6,2,42863,30,42920
job-863,2,9,5,42894,684,43699
job-864,6,8,6,42952,17,43199
job-865,6,4,8,43010,18,43108
job-866,1,8,5,43061,10,43325
job-867,4,5,5,43110,31,43245
job-868,3,9,2,43165,197,43518
job-869,1,10,8,43197,103,43483
job-870,1,7,6,43245,68,43364
job-871,2,12,3,43309,25,43597
job-872,3,12,1,43355,42,43457
job-873,3,4,7,43416,351,43890
job-874,4,11,6,43473,128,43691
job-875,5,9,6,43518,262,43972
job-876,2,9,3,43568,187,43832
job-877,2,12,7,43614,71,43874
job-878,4,9,5,43671,162,43981
job-879,3,11,2,43737,142,44039
job-880,6,6,3,43788,21,43877
job-881,1,8,7,43832,255,44142
job-882,6,11,5,43876,56,44117
job-883,6,7,1,43926,166,44208
job-884,5,12,5,43981,24,44302
job-885,2,12,1,44042,285,44585
job-886,6,12,7,44100,91,44481
job-887,4,11,5,44158,228,44419
job-888,2,11,6,44210,44,44304
job-889,3,4,7,44249,14,44329
job-890,5,8,2,44296,84,44454
job-891,4,10,2,44344,144,44533
job-892,6,10,6,44388,63,44545
job-893,6,11,1,44435,74,44674
job-894,5,4,4,44485,93,44630
job-895,3,6,5,44533,411,45116
job-896,5,4,6,44576,30,44884
job-897,6,11,1,44620,31,44804
job-898,1,8,8,44679,74,44975
job-899,2,5,3,44730,85,44927
job-900,5,10,8,44782,32,44832
job-901,1,8,1,44845,54,44961
job-902,1,9,5,44893,119,45223
job-903,5,7,7,44935,125,45255
job-904,5,11,3,44984,159,45270
job-905,6,9,3,45032,130,45267
job-906,4,6,5,45087,108,45476
job-907,5,6,1,45135,15,45294
job-908,6,4,4,45186,272,45459
job-909,6,6,3,45240,19,45284
job-910,5,8,5,45284,57,45604
job-911,6,8,4,45336,95,45504
job-912,2,12,1,45387,415,46064
job-913,6,10,8,45437,86,45803
job-914,1,11,4,45486,72,45812
job-915,4,8,2,45522,20,45598
job-916,1,5,1,45567,25,45840
job-917,4,10,4,45610,39,45747
job-918,5,12,5,45655,173,45971
job-919,1,6,4,45699,115,46004
job-920,2,5,8,45760,27,45833
job-921,2,10,7,45808,59,46147
job-922,6,6,3,45867,24,45901
job-923,2,11,5,45921,78,46029
job-924,6,7,2,45972,163,46402
job-925,6,10,7,46032,30,46156
job-926,4,9,1,46075,160,46507
job-927,2,6,1,46141,165,46328
job-928,3,10,2,46197,41,46459
job-929,6,12,1,46253,97,46530
job-930,4,11,5,46308,109,46498
job-931,2,4,2,46362,320,46896
job-932,3,9,6,46410,373,46785
job-933,1,10,1,46454,17,46750
job-934,6,10,5,46508,45,46754
job-935,4,5,5,46571,30,46614
job-936,5,7,1,46624,276,47196
job-937,5,11,3,46663,162,46938
job-938,1,4,8,46694,166,46950
job-939,5,9,5,46742,49,47077
job-940,4,7,5,46774,259,47113
job-941,6,9,8,46832,54,46949
job-942,1,6,6,46882,210,47375
job-943,6,7,4,46937,112,47092
job-944,3,11,3,46995,123,47136
job-945,5,9,7,47041,26,47156
job-946,1,4,6,47101,190,47433
job-947,2,7,3,47151,49,47499
job-948,3,7,1,47205,284,47659
job-949,4,6,6,47262,277,47672
job-950,2,11,7,47295,146,47571
job-951,3,5,4,47351,41,47465
job-952,2,6,5,47403,56,47656
job-953,2,7,7,47447,359,48091
job-954,5,8,5,47496,295,47888
job-955,1,6,2,47554,111,47779
job-956,2,6,3,47595,295,48113
job-957,5,11,2,47639,49,47869
job-958,1,6,8,47701,152,48023
job-959,2,7,6,47767,60,48089
job-960,2,11,5,47826,98,48078
job-961,1,12,2,47862,166,48058
job-962,5,5,4,47907,377,48550
job-963,1,6,1,47943,83,48044
job-964,6,10,1,47993,104,48197
job-965,4,10,1,48052,86,48417
job-966,5,11,4,48092,121,48339
job-967,2,4,6,48136,281,48527
job-968,6,8,7,48180,75,48355
job-969,3,8,5,48236,36,48287
job-970,2,11,6,48299,122,48447
job-971,2,9,5,48360,61,48520
job-972,1,11,6,48407,44,48576
job-973,5,9,6,48447,32,48535
job-974,5,12,8,48498,197,48886
job-975,4,4,3,48534,188,48819
job-976,5,6,1,48591,193,48940
job-977,3,4,5,48632,19,48799
job-978,5,8,5,48679,56,48812
job-979,1,8,6,48724,15,49032
job-980,2,7,8,48773,176,49166
job-981,3,12,7,48823,150,49231
job-982,5,10,8,48880,39,49159
job-983,1,12,4,48934,62,49111
job-984,3,9,8,48982,86,49138
job-985,4,11,8,49036,123,49436
job-986,6,11,8,49090,175,49355
job-987,4,6,4,49138,166,49532
job-988,1,8,6,49183,139,49539
job-989,2,10,4,49233,133,49437
job-990,1,8,6,49288,19,49329
job-991,2,6,4,49334,206,49664
job-992,3,5,2,49381,27,49686
job-993,4,6,7,49420,129,49715
job-994,5,9,8,49479,108,49605
job-995,6,12,7,49542,30,49641
job-996,3,4,4,49586,48,49803
job-997,1,12,2,49633,119,49778
job-998,3,9,8,49675,111,50083
job-999,6,12,7,49736,18,49783
