job-id,C,M,E,T_A,T_est,T_D
job-2360,2,12,8,59356,193,59831
job-2361,6,5,2,59380,39,59525
job-2362,6,11,1,59397,64,59687
job-2363,4,11,8,59422,58,59607
job-2364,3,9,8,59447,52,59557
job-2365,1,11,4,59480,261,59970
job-2366,2,11,7,59499,86,59645
job-2367,3,6,4,59526,123,59902
job-2368,4,8,5,59552,160,59761
job-2369,1,5,7,59570,244,60037
job-2370,3,11,1,59599,50,59919
job-2371,2,10,5,59616,72,59874
job-2372,5,12,6,59638,30,59740
job-2373,5,5,4,59661,44,59869
job-2374,4,12,4,59684,20,59889
job-2375,6,9,7,59707,25,59761
job-2376,1,6,6,59727,117,60030
job-2377,5,9,7,59753,55,59905
job-2378,6,6,7,59782,25,59840
job-2379,2,5,8,59803,96,60015
job-2380,1,4,4,59830,15,59956
job-2381,3,9,3,59857,122,60191
job-2382,1,4,1,59880,176,60333
job-2383,3,7,2,59902,170,60130
job-2384,1,7,8,59928,246,60278
job-2385,3,4,4,59957,135,60346
job-2386,1,5,1,59989,106,60269
job-2387,6,11,4,60010,73,60300
job-2388,4,11,8,60041,27,60215
job-2389,6,11,3,60069,20,60164
job-2390,3,10,1,60086,121,60306
job-2391,3,5,8,60110,77,60307
job-2392,1,11,6,60131,73,60332
job-2393,6,7,5,60158,164,60326
job-2394,2,7,7,60183,82,60551
job-2395,6,4,8,60209,33,60451
job-2396,1,7,7,60240,22,60391
job-2397,4,5,5,60269,31,60425
job-2398,1,11,5,60291,150,60580
job-2399,3,10,4,60327,89,60595
job-2400,4,8,6,60354,30,60512
job-2401,2,4,7,60380,91,60488
job-2402,4,9,7,60395,36,60630
job-2403,5,8,1,60421,76,60677
job-2404,3,6,4,60447,149,60772
job-2405,3,5,1,60470,195,60793
job-2406,5,11,7,60501,52,60807
job-2407,6,11,7,60524,52,60775
job-2408,2,7,1,60555,68,60787
job-2409,2,5,3,60578,28,60801
job-2410,6,9,7,60616,12,60681
job-2411,6,9,8,60638,64,60824
job-2412,6,9,8,60659,100,60900
job-2413,6,11,5,60683,123,61021
job-2414,1,12,4,60709,26,60838
job-2415,6,5,7,60735,82,60961
job-2416,1,9,1,60755,256,61258
job-2417,1,7,6,60783,318,61164
job-2418,6,11,1,60818,21,60925
job-2419,1,5,1,60851,14,60920
job-2420,1,10,1,60873,46,61086
job-2421,2,4,4,60895,12,60921
job-2422,4,12,6,60924,67,61265
job-2423,5,9,4,60951,276,61261
job-2424,4,11,4,60969,26,61212
job-2425,3,4,8,60989,188,61194
job-2426,4,10,8,61019,120,61256
job-2427,3,10,2,61052,65,61160
job-2428,6,12,6,61080,82,61164
job-2429,3,9,3,61102,35,61285
job-2430,3,4,2,61125,147,61464
job-2431,4,6,5,61143,136,61448
job-2432,2,6,1,61166,83,61539
job-2433,6,4,5,61186,40,61403
job-2434,2,9,2,61204,304,61519
job-2435,5,12,4,61222,40,61499
job-2436,5,10,7,61241,112,61472
job-2437,2,6,3,61260,49,61372
job-2438,4,5,3,61282,90,61529
job-2439,4,10,8,61309,68,61405
job-2440,3,9,6,61337,97,61450
job-2441,5,11,4,61370,108,61521
job-2442,5,9,3,61390,47,61655
job-2443,5,7,4,61422,398,61851
job-2444,5,10,2,61452,151,61741
job-2445,2,6,7,61486,56,61755
job-2446,3,5,1,61512,79,61810
job-2447,6,6,2,61526,157,61724
job-2448,1,11,5,61548,139,61739
job-2449,1,5,4,61565,91,61763
job-2450,4,12,8,61600,34,61876
job-2451,5,10,5,61615,120,61762
job-2452,3,10,8,61633,341,62271
job-2453,1,12,1,61654,119,62044
job-2454,6,9,6,61672,196,61969
job-2455,4,10,2,61700,44,61838
job-2456,6,10,6,61733,24,61925
job-2457,6,6,2,61763,123,61979
job-2458,3,7,7,61790,89,61933
job-2459,6,9,8,61814,38,61911
job-2460,5,12,3,61838,111,62247
job-2461,1,6,8,61859,12,62040
job-2462,6,9,2,61880,11,61927
job-2463,2,11,1,61911,141,62252
job-2464,1,4,3,61935,144,62178
job-2465,5,5,1,61959,51,62026
job-2466,2,11,5,61979,86,62287
job-2467,1,8,2,61995,60,62296
job-2468,1,7,1,62019,137,62329
job-2469,1,7,4,62053,56,62344
job-2470,6,6,2,62076,27,62109
job-2471,3,12,4,62101,144,62456
job-2472,3,9,4,62127,372,62777
job-2473,2,4,8,62161,65,62420
job-2474,2,8,3,62183,20,62378
job-2475,2,8,7,62206,118,62446
job-2476,4,8,2,62230,31,62298
job-2477,6,7,1,62254,31,62358
job-2478,4,5,8,62279,44,62385
job-2479,1,10,8,62299,48,62586
job-2480,2,9,2,62323,40,62439
job-2481,1,12,8,62352,18,62643
job-2482,3,7,5,62377,41,62634
job-2483,6,7,7,62398,22,62534
job-2484,6,12,2,62429,169,62868
job-2485,2,4,4,62461,99,62759
job-2486,2,12,1,62485,104,62866
job-2487,5,8,2,62508,34,62658
job-2488,2,10,4,62540,22,62575
job-2489,6,9,2,62567,369,63231
job-2490,5,10,3,62593,227,63049
job-2491,1,6,1,62618,371,63198
job-2492,1,12,2,62640,93,62762
job-2493,3,8,1,62663,35,62995
job-2494,1,6,1,62686,107,62979
job-2495,4,4,2,62706,202,63026
job-2496,3,9,3,62724,73,62935
job-2497,3,6,3,62752,81,63031
job-2498,1,6,2,62775,59,62893
job-2499,5,9,6,62799,101,63043
job-2500,2,5,4,62833,429,63295
job-2501,2,8,5,62858,421,63390
job-2502,2,7,7,62882,168,63304
job-2503,2,8,5,62902,106,63293
job-2504,2,12,3,62928,59,63258
job-2505,4,11,3,62961,104,63356
job-2506,6,10,6,62988,70,63147
job-2507,6,5,3,63023,61,63228
job-2508,6,10,2,63054,90,63322
job-2509,4,11,5,63082,120,63278
job-2510,1,5,4,63107,43,63150
job-2511,2,6,4,63127,136,63500
job-2512,2,7,4,63151,227,63644
job-2513,1,7,8,63172,39,63481
job-2514,4,11,2,63194,55,63381
job-2515,2,6,2,63214,233,63510
job-2516,1,11,6,63240,36,63421
job-2517,4,12,2,63258,80,63544
job-2518,6,6,8,63279,60,63471
job-2519,2,9,7,63320,69,63490
job-2520,3,6,8,63339,11,63632
job-2521,4,4,6,63362,285,63706
job-2522,1,11,2,63385,46,63682
job-2523,5,11,2,63400,29,63591
job-2524,5,10,1,63435,76,63677
job-2525,6,6,1,63458,60,63781
job-2526,1,4,3,63486,14,63631
job-2527,1,12,1,63515,30,63620
job-2528,2,10,4,63542,30,63660
job-2529,3,8,2,63573,35,63750
job-2530,6,10,4,63600,176,64063
job-2531,1,8,3,63619,168,63946
job-2532,2,6,8,63644,21,63744
job-2533,2,7,2,63664,299,64048
job-2534,1,4,8,63681,55,63804
job-2535,4,5,1,63708,13,63834
job-2536,3,10,8,63729,76,63815
job-2537,3,11,8,63762,75,64004
job-2538,4,8,8,63795,300,64338
job-2539,6,6,5,63829,438,64519
job-2540,1,4,1,63856,149,64028
job-2541,5,4,6,63887,229,64262
job-2542,3,4,4,63910,116,64282
job-2543,5,6,4,63940,83,64212
job-2544,6,10,7,63963,139,64269
job-2545,4,7,4,63976,159,64320
job-2546,5,9,4,63997,112,64348
job-2547,2,7,3,64022,152,64205
job-2548,1,8,5,64049,61,64297
job-2549,6,6,1,64067,112,64394
job-2550,1,5,8,64089,29,64304
job-2551,4,12,8,64110,80,64267
job-2552,4,8,5,64128,87,64379
job-2553,1,10,6,64158,95,64431
job-2554,3,10,1,64185,104,64297
job-2555,4,6,2,64210,55,64454
job-2556,2,8,1,64232,160,64505
job-2557,4,11,6,64271,98,64641
job-2558,3,11,3,64300,51,64502
job-2559,4,7,8,64325,54,64453
job-2560,5,11,7,64355,90,64741
job-2561,3,8,7,64377,216,64809
job-2562,5,12,7,64404,114,64547
job-2563,6,6,7,64430,42,64486
job-2564,1,6,3,64455,199,64770
job-2565,1,11,8,64477,119,64737
job-2566,2,6,3,64510,37,64796
job-2567,6,12,1,64535,223,64894
job-2568,2,4,5,64557,121,64762
job-2569,4,10,8,64587,26,64702
job-2570,3,9,2,64614,47,64691
job-2571,5,8,1,64641,133,64884
job-2572,4,12,5,64664,117,64906
job-2573,1,10,3,64693,159,65002
job-2574,3,11,8,64714,90,64939
job-2575,2,7,8,64730,47,64972
job-2576,1,4,7,64760,65,64884
job-2577,6,8,7,64789,13,64977
job-2578,1,5,3,64815,15,64858
job-2579,2,12,2,64839,19,65087
job-2580,5,7,1,64868,83,65234
job-2581,6,12,3,64903,16,64926
job-2582,4,8,4,64925,30,65193
job-2583,5,8,1,64950,93,65286
job-2584,6,5,7,64966,54,65297
job-2585,2,4,5,64994,134,65331
job-2586,6,6,7,65020,475,65794
job-2587,5,9,5,65051,336,65406
job-2588,5,9,1,65075,80,65386
job-2589,3,10,4,65099,12,65158
job-2590,3,6,1,65124,54,65366
job-2591,3,11,1,65143,148,65407
job-2592,6,10,6,65167,141,65607
job-2593,5,4,8,65195,228,65700
job-2594,6,5,8,65236,26,65496
job-2595,2,4,5,65255,75,65562
job-2596,6,7,7,65281,31,65332
job-2597,2,8,4,65305,77,65626
job-2598,4,6,6,65330,55,65438
job-2599,2,8,8,65365,65,65547
job-2600,4,7,2,65389,204,65817
job-2601,3,12,7,65410,45,65604
job-2602,1,8,6,65433,13,65647
job-2603,2,5,1,65456,45,65736
job-2604,3,8,2,65482,37,65773
job-2605,1,7,8,65506,145,65655
job-2606,2,5,2,65526,29,65787
job-2607,2,11,5,65548,218,65870
job-2608,2,5,4,65569,193,66023
job-2609,5,4,3,65586,83,65780
job-2610,5,8,6,65614,12,65774
job-2611,6,5,8,65645,13,65880
job-2612,6,9,1,65672,190,66024
job-2613,2,9,3,65695,276,66036
job-2614,4,11,2,65728,31,65828
job-2615,2,7,6,65744,26,65893
job-2616,6,9,4,65778,29,66100
job-2617,2,9,5,65805,56,66044
job-2618,6,4,2,65835,145,66240
job-2619,6,11,2,65861,203,66295
job-2620,1,6,8,65880,30,66161
job-2621,4,10,8,65902,186,66161
job-2622,4,4,8,65929,175,66369
job-2623,5,6,2,65954,43,66089
job-2624,5,7,5,65974,24,66182
job-2625,4,5,2,65998,296,66367
job-2626,6,4,8,66028,67,66292
job-2627,5,8,5,66049,186,66519
job-2628,1,9,5,66074,373,66621
job-2629,1,6,1,66096,175,66400
job-2630,2,10,8,66117,241,66569
job-2631,2,9,8,66144,28,66453
job-2632,1,6,6,66176,215,66514
job-2633,5,10,8,66217,153,66439
job-2634,2,5,8,66237,21,66471
job-2635,6,8,2,66275,96,66514
job-2636,4,9,3,66297,124,66679
job-2637,2,11,5,66316,204,66573
job-2638,2,7,8,66344,26,66437
job-2639,6,9,3,66370,50,66623
job-2640,3,8,6,66398,73,66684
job-2641,2,5,8,66431,12,66469
job-2642,4,7,3,66462,66,66811
job-2643,3,6,2,66489,120,66774
job-2644,5,8,3,66520,79,66766
job-2645,3,8,3,66544,10,66619
job-2646,1,5,8,66570,49,66845
job-2647,3,5,7,66596,28,66875
job-2648,5,8,8,66624,64,66795
job-2649,6,6,1,66643,102,66911
job-2650,2,7,4,66665,80,67013
job-2651,6,11,2,66681,32,66859
job-2652,5,6,6,66701,47,66894
job-2653,4,9,5,66722,312,67231
job-2654,2,8,6,66751,205,67215
job-2655,6,11,2,66764,36,66835
job-2656,5,8,6,66794,221,67287
job-2657,5,11,3,66818,13,66858
job-2658,5,8,3,66843,221,67346
job-2659,6,6,4,66861,96,67047
job-2660,2,7,8,66876,235,67350
job-2661,3,7,6,66902,51,67158
job-2662,3,11,8,66927,95,67117
job-2663,5,7,7,66951,239,67457
job-2664,4,9,1,66975,115,67246
job-2665,2,11,1,66991,169,67294
job-2666,5,9,8,67020,63,67092
job-2667,4,6,3,67044,60,67241
job-2668,6,9,5,67068,20,67328
job-2669,5,8,1,67101,76,67254
job-2670,3,7,7,67129,16,67286
job-2671,3,11,1,67145,313,67571
job-2672,6,4,1,67168,50,67462
job-2673,6,8,2,67190,226,67671
job-2674,4,12,2,67211,105,67336
job-2675,4,4,3,67237,186,67434
job-2676,1,6,6,67259,56,67590
job-2677,4,9,2,67283,238,67754
job-2678,2,6,3,67309,138,67629
job-2679,3,12,8,67337,13,67518
job-2680,4,8,6,67365,218,67639
job-2681,1,8,5,67402,329,68022
job-2682,2,6,1,67429,17,67721
job-2683,5,9,3,67460,46,67533
job-2684,6,5,1,67483,78,67565
job-2685,4,8,5,67502,36,67654
job-2686,2,7,4,67531,115,67867
job-2687,1,6,7,67557,47,67760
job-2688,3,6,1,67578,110,67714
job-2689,3,6,3,67602,31,67685
job-2690,1,7,2,67625,71,67786
job-2691,6,4,8,67653,41,67949
job-2692,4,4,8,67689,83,67986
job-2693,1,9,7,67714,262,68120
job-2694,4,10,1,67737,250,68137
job-2695,4,6,1,67759,82,68017
job-2696,1,9,3,67777,64,67941
job-2697,1,5,4,67806,239,68191
job-2698,5,10,7,67839,93,68022
job-2699,3,12,3,67864,130,68052
job-2700,3,7,7,67896,84,68261
job-2701,4,10,3,67923,28,68130
job-2702,4,11,3,67948,59,68225
job-2703,4,4,6,67980,149,68271
job-2704,6,10,7,68011,29,68326
job-2705,6,5,8,68033,269,68437
job-2706,1,5,1,68053,149,68469
job-2707,4,8,1,68079,94,68268
job-2708,1,7,3,68109,92,68419
job-2709,2,9,4,68134,71,68227
job-2710,3,7,2,68161,18,68239
job-2711,3,4,5,68188,136,68596
job-2712,4,11,3,68212,22,68269
job-2713,6,11,3,68230,194,68510
job-2714,5,8,3,68252,37,68561
job-2715,4,8,2,68274,437,68882
job-2716,5,5,6,68300,271,68671
job-2717,4,5,7,68326,147,68550
job-2718,3,11,7,68362,26,68577
job-2719,1,8,7,68385,91,68775
job-2720,4,5,1,68403,125,68611
job-2721,6,9,1,68428,39,68590
job-2722,3,4,5,68456,40,68629
job-2723,2,12,6,68471,29,68519
job-2724,1,4,3,68492,26,68533
job-2725,2,5,4,68527,104,68907
job-2726,6,8,2,68550,488,69190
job-2727,4,7,4,68573,339,69116
job-2728,3,4,3,68601,127,68935
job-2729,4,5,6,68625,337,69031
job-2730,1,7,6,68652,484,69419
job-2731,6,4,8,68676,51,69012
job-2732,5,5,1,68706,256,69210
job-2733,2,5,8,68733,16,68936
job-2734,5,8,5,68759,106,68902
job-2735,6,6,3,68779,365,69309
job-2736,3,12,5,68802,160,69116
job-2737,2,11,1,68828,83,69065
job-2738,4,5,3,68865,383,69325
job-2739,1,4,2,68896,90,69120
job-2740,5,4,1,68929,48,69275
job-2741,5,4,4,68956,132,69218
job-2742,3,5,2,68981,24,69062
job-2743,4,6,1,69015,13,69143
job-2744,4,10,2,69050,520,69598
job-2745,6,9,5,69072,191,69519
job-2746,3,5,7,69092,96,69251
job-2747,6,11,5,69114,101,69221
job-2748,3,7,2,69135,153,69294
job-2749,4,4,4,69159,151,69435
job-2750,6,12,3,69176,63,69258
job-2751,5,6,6,69197,39,69517
job-2752,3,4,3,69224,265,69699
job-2753,2,4,4,69256,53,69601
job-2754,4,7,6,69282,73,69449
job-2755,5,6,2,69308,64,69525
job-2756,4,8,6,69330,101,69670
job-2757,6,5,8,69348,148,69788
job-2758,2,4,4,69376,120,69676
job-2759,2,4,6,69402,384,69931
job-2760,2,10,8,69428,163,69759
job-2761,4,6,1,69443,225,69686
job-2762,6,4,8,69472,13,69742
job-2763,2,8,6,69505,85,69712
job-2764,1,4,7,69541,58,69781
job-2765,5,12,7,69567,69,69878
job-2766,4,9,1,69600,54,69941
job-2767,1,8,7,69617,25,69828
job-2768,5,7,7,69641,45,69790
job-2769,6,5,2,69666,28,69728
job-2770,3,6,5,69699,141,70053
job-2771,4,6,4,69725,119,70019
job-2772,1,12,8,69749,201,70216
job-2773,5,7,2,69775,87,70035
job-2774,6,6,4,69800,29,70041
job-2775,2,12,6,69821,68,69925
job-2776,3,8,2,69835,149,70256
job-2777,2,11,4,69862,149,70251
job-2778,3,4,8,69884,195,70108
job-2779,4,12,8,69902,37,70025
job-2780,5,11,5,69926,52,70205
job-2781,1,12,5,69949,60,70044
job-2782,3,4,2,69968,173,70145
job-2783,1,10,5,69983,88,70157
job-2784,1,11,5,69998,235,70525
job-2785,6,6,3,70014,37,70323
job-2786,1,12,5,70049,113,70328
job-2787,4,4,5,70072,241,70562
job-2788,5,4,3,70104,18,70216
job-2789,2,10,2,70134,303,70715
job-2790,3,9,6,70155,59,70408
job-2791,5,5,3,70172,47,70361
job-2792,1,9,1,70198,170,70559
job-2793,3,8,5,70228,19,70261
job-2794,5,7,8,70247,16,70418
job-2795,6,8,7,70269,42,70457
job-2796,5,7,3,70297,34,70333
job-2797,6,6,3,70316,94,70514
job-2798,2,4,7,70341,157,70773
job-2799,5,9,1,70358,112,70692
job-2800,3,6,2,70391,92,70604
job-2801,3,11,6,70416,319,70973
job-2802,6,9,7,70445,142,70667
job-2803,3,9,2,70469,264,70916
job-2804,2,10,7,70484,283,70802
job-2805,5,4,7,70501,74,70773
job-2806,5,9,5,70526,79,70723
job-2807,6,9,7,70541,144,70856
job-2808,2,9,5,70574,108,70757
job-2809,5,5,1,70600,179,70978
job-2810,3,12,2,70625,70,70953
job-2811,2,5,4,70654,40,70784
job-2812,6,8,4,70681,205,70992
job-2813,6,4,2,70719,106,70857
job-2814,1,6,3,70745,236,71064
job-2815,3,5,3,70777,180,71122
job-2816,6,7,8,70812,15,71111
job-2817,4,8,4,70838,135,71008
job-2818,3,5,7,70866,62,71176
job-2819,1,7,1,70884,146,71302
job-2820,5,9,7,70912,196,71215
job-2821,6,11,5,70931,38,71091
job-2822,6,12,1,70957,232,71440
job-2823,6,5,5,70995,149,71364
job-2824,4,10,2,71018,24,71059
job-2825,4,11,3,71039,51,71254
job-2826,3,8,1,71064,51,71209
job-2827,3,12,5,71085,60,71250
job-2828,6,12,8,71110,110,71453
job-2829,3,11,4,71134,98,71416
job-2830,6,12,3,71163,53,71513
job-2831,1,10,6,71191,99,71394
job-2832,2,12,8,71217,95,71381
job-2833,3,6,6,71243,216,71618
job-2834,4,6,6,71271,74,71474
job-2835,1,9,3,71300,75,71620
job-2836,3,4,4,71322,106,71584
job-2837,2,5,4,71343,316,71825
job-2838,6,12,4,71372,38,71520
job-2839,6,8,5,71393,93,71575
job-2840,4,6,6,71418,227,71933
job-2841,2,8,5,71460,250,71771
job-2842,4,6,6,71490,472,72215
job-2843,1,11,1,71507,294,71957
job-2844,4,8,7,71523,33,71764
job-2845,2,7,3,71540,172,71967
job-2846,2,10,1,71561,115,71853
job-2847,4,8,8,71587,50,71812
job-2848,3,7,5,71617,54,71814
job-2849,4,12,1,71638,264,71910
job-2850,1,8,1,71660,63,71964
job-2851,6,12,2,71693,30,71928
job-2852,3,4,1,71728,13,71943
job-2853,1,4,4,71752,17,71870
job-2854,3,6,6,71778,102,72050
job-2855,4,7,1,71798,19,71959
job-2856,6,10,4,71832,16,72089
job-2857,5,8,7,71852,255,72236
job-2858,3,11,6,71883,280,72424
job-2859,6,8,5,71908,274,72392
job-2860,4,5,4,71937,54,72069
job-2861,3,12,3,71961,146,72153
job-2862,5,4,1,71989,71,72270
job-2863,3,9,4,72017,41,72127
job-2864,1,4,6,72037,117,72281
job-2865,4,5,7,72060,30,72362
job-2866,4,5,1,72088,56,72185
job-2867,5,7,1,72108,258,72524
job-2868,3,11,2,72129,243,72606
job-2869,1,10,5,72147,90,72445
job-2870,6,9,5,72165,44,72326
job-2871,5,7,6,72189,79,72362
job-2872,2,5,7,72211,60,72351
job-2873,4,11,7,72233,11,72509
job-2874,2,5,7,72261,15,72442
job-2875,3,12,3,72283,61,72632
job-2876,3,9,3,72302,79,72410
job-2877,4,7,6,72329,23,72485
job-2878,1,11,5,72354,18,72617
job-2879,6,12,2,72378,91,72552
job-2880,2,4,7,72403,198,72601
job-2881,3,5,6,72433,116,72568
job-2882,3,4,4,72458,35,72689
job-2883,6,7,5,72484,10,72679
job-2884,6,7,6,72510,67,72649
job-2885,2,4,6,72541,34,72605
job-2886,6,8,4,72557,27,72648
job-2887,1,8,5,72581,55,72933
job-2888,3,6,2,72602,15,72801
job-2889,5,12,3,72627,173,73096
job-2890,2,5,8,72656,56,72825
job-2891,6,10,3,72682,92,72804
job-2892,4,10,3,72710,153,73148
job-2893,2,11,6,72730,54,72795
job-2894,4,10,1,72741,60,72851
job-2895,1,11,3,72762,142,73061
job-2896,2,8,4,72792,201,73244
job-2897,1,7,4,72824,146,73189
job-2898,1,10,5,72857,238,73183
job-2899,6,6,5,72879,116,73176
job-2900,6,4,5,72906,55,73109
job-2901,3,4,6,72926,12,72994
job-2902,2,11,5,72951,31,73076
job-2903,5,6,8,72979,18,73258
job-2904,5,11,6,72996,39,73237
job-2905,4,4,3,73023,420,73458
job-2906,6,10,3,73039,82,73327
job-2907,5,7,4,73063,31,73345
job-2908,2,10,6,73091,109,73368
job-2909,5,9,1,73117,33,73255
job-2910,1,7,3,73145,122,73535
job-2911,5,6,3,73175,101,73330
job-2912,4,9,1,73209,120,73397
job-2913,2,11,2,73235,43,73319
job-2914,2,6,5,73258,79,73634
job-2915,3,4,7,73285,240,73685
job-2916,4,8,2,73315,56,73612
job-2917,6,4,3,73343,250,73695
job-2918,2,10,1,73370,95,73562
job-2919,5,8,7,73399,128,73727
job-2920,6,6,7,73418,63,73738
job-2921,6,12,6,73446,22,73606
job-2922,5,6,8,73478,13,73700
job-2923,6,4,6,73508,61,73661
job-2924,4,10,6,73529,87,73732
job-2925,5,6,3,73553,14,73850
job-2926,4,4,6,73577,193,73822
job-2927,2,8,3,73605,12,73775
job-2928,2,7,8,73638,123,73811
job-2929,3,7,1,73662,248,74122
job-2930,5,7,8,73688,376,74121
job-2931,4,10,7,73720,49,74039
job-2932,2,9,5,73747,42,73965
job-2933,5,5,1,73767,99,73873
job-2934,3,8,3,73797,17,73951
job-2935,1,4,6,73819,75,74032
job-2936,4,10,8,73833,91,73986
job-2937,5,7,1,73852,231,74247
job-2938,1,6,6,73876,23,73968
job-2939,1,10,2,73893,62,74059
job-2940,2,5,1,73922,373,74504
job-2941,2,11,4,73954,165,74203
job-2942,5,4,3,73983,97,74085
job-2943,2,9,2,74001,138,74234
job-2944,4,4,6,74028,332,74534
job-2945,6,6,1,74056,138,74332
job-2946,2,6,2,74075,32,74140
job-2947,5,12,6,74100,93,74370
job-2948,2,6,5,74126,13,74279
job-2949,5,8,5,74150,211,74657
job-2950,4,11,4,74172,52,74440
job-2951,1,7,3,74195,45,74324
job-2952,5,12,6,74229,107,74429
job-2953,5,8,5,74251,170,74575
job-2954,5,10,5,74275,340,74733
job-2955,5,12,1,74300,102,74422
job-2956,3,9,1,74328,36,74384
job-2957,5,12,4,74366,217,74644
job-2958,2,11,2,74388,68,74580
job-2959,5,12,3,74421,461,74933
job-2960,5,7,8,74451,52,74599
job-2961,5,11,1,74471,69,74620
job-2962,5,10,3,74503,43,74718
job-2963,2,5,3,74528,94,74713
job-2964,6,7,4,74555,23,74688
job-2965,6,12,2,74581,184,74866
job-2966,5,4,1,74612,78,74698
job-2967,1,5,6,74634,122,75002
job-2968,4,4,1,74658,169,75116
job-2969,6,12,7,74696,289,75104
job-2970,6,8,5,74723,51,74776
job-2971,2,7,6,74750,73,74935
job-2972,4,11,8,74780,35,74888
job-2973,4,9,3,74803,100,75192
job-2974,5,12,8,74823,42,74990
job-2975,6,7,6,74858,50,75018
job-2976,5,11,6,74885,33,75145
job-2977,1,9,7,74913,264,75186
job-2978,2,12,1,74945,249,75302
job-2979,3,6,8,74969,80,75081
job-2980,4,11,8,74992,51,75324
job-2981,2,8,3,75021,112,75138
job-2982,5,8,7,75052,73,75286
job-2983,6,5,1,75081,156,75485
job-2984,1,5,6,75111,97,75259
job-2985,6,6,7,75129,11,75409
job-2986,5,10,3,75148,164,75419
job-2987,1,12,7,75176,33,75296
job-2988,3,7,4,75192,78,75277
job-2989,1,7,8,75209,186,75572
job-2990,1,10,8,75225,60,75348
job-2991,5,4,1,75254,18,75330
job-2992,4,5,7,75269,114,75643
job-2993,1,8,2,75290,44,75488
job-2994,5,12,2,75319,152,75737
job-2995,2,8,2,75346,33,75620
job-2996,3,8,6,75372,103,75506
job-2997,3,4,5,75393,76,75746
job-2998,5,4,1,75420,111,75631
job-2999,2,4,6,75449,51,75713
job-3000,2,9,7,75480,25,75568
job-3001,4,7,4,75506,163,75798
job-3002,5,8,6,75528,81,75782
job-3003,4,8,6,75554,210,75790
job-3004,4,4,1,75583,42,75632
job-3005,6,12,2,75607,100,75808
job-3006,2,5,8,75621,30,75774
job-3007,2,4,1,75651,236,76076
job-3008,2,7,5,75677,42,75901
job-3009,3,6,2,75695,119,76097
job-3010,1,5,6,75715,201,76133
job-3011,6,4,4,75735,36,75981
job-3012,5,9,7,75761,234,76264
job-3013,1,7,3,75777,74,76048
job-3014,1,10,1,75801,52,75950
job-3015,1,10,3,75834,282,76365
job-3016,4,9,1,75853,25,76034
job-3017,2,10,7,75865,83,76066
job-3018,6,6,3,75890,232,76216
job-3019,6,6,8,75913,57,76023
job-3020,3,5,5,75942,84,76131
job-3021,1,9,6,75970,12,76274
job-3022,2,5,7,75986,304,76515
job-3023,3,6,6,76011,239,76433
job-3024,4,11,2,76027,105,76402
job-3025,5,11,2,76058,96,76277
job-3026,6,12,1,76089,46,76429
job-3027,3,9,5,76118,83,76268
job-3028,6,11,1,76141,151,76318
job-3029,3,9,3,76167,149,76380
job-3030,1,6,4,76191,131,76329
job-3031,6,7,5,76210,10,76442
job-3032,3,10,5,76231,91,76497
job-3033,2,4,5,76253,101,76488
job-3034,3,4,6,76283,521,77103
job-3035,6,6,4,76310,69,76522
job-3036,4,4,6,76335,133,76504
job-3037,3,11,3,76367,437,76951
job-3038,4,8,2,76394,184,76866
job-3039,4,4,8,76420,50,76667
job-3040,6,10,1,76444,35,76699
job-3041,3,9,2,76476,43,76790
job-3042,4,11,8,76500,87,76856
job-3043,5,12,4,76520,48,76703
job-3044,4,7,2,76544,173,76893
job-3045,5,10,6,76570,24,76893
job-3046,6,10,4,76597,109,76726
job-3047,3,4,5,76626,23,76803
job-3048,5,7,5,76654,118,76876
job-3049,3,7,5,76678,91,76874
job-3050,3,9,6,76707,51,76889
job-3051,3,9,3,76735,41,76945
job-3052,4,12,3,76760,142,77151
job-3053,6,10,8,76785,95,76922
job-3054,4,12,2,76814,26,77041
job-3055,4,11,3,76841,38,77038
job-3056,2,4,7,76870,69,76970
job-3057,6,9,6,76896,178,77200
job-3058,1,10,6,76924,68,76997
job-3059,2,12,3,76950,23,77119
job-3060,2,11,6,76980,96,77184
job-3061,5,7,1,76993,55,77073
job-3062,2,12,1,77023,45,77273
job-3063,4,11,8,77041,81,77391
job-3064,4,10,3,77060,170,77436
job-3065,3,7,8,77081,58,77400
job-3066,6,12,4,77103,46,77257
job-3067,6,12,2,77128,82,77248
job-3068,5,7,3,77149,31,77380
job-3069,5,6,5,77169,31,77208
job-3070,4,5,3,77186,47,77309
job-3071,1,4,5,77207,22,77261
job-3072,5,10,1,77240,115,77363
job-3073,1,6,7,77261,81,77439
job-3074,2,4,2,77287,70,77512
job-3075,1,9,4,77307,14,77487
job-3076,2,12,7,77332,239,77636
job-3077,2,11,5,77357,28,77632
job-3078,1,10,1,77376,27,77595
job-3079,5,11,1,77396,208,77780
job-3080,2,9,4,77424,223,77932
job-3081,4,7,8,77452,93,77789
job-3082,6,11,7,77479,162,77908
job-3083,3,9,2,77497,44,77653
job-3084,3,12,5,77527,140,77803
job-3085,4,10,7,77551,26,77659
job-3086,3,11,5,77582,26,77792
job-3087,4,11,4,77598,18,77909
job-3088,2,8,5,77620,41,77719
job-3089,6,8,8,77639,143,77978
job-3090,1,11,1,77660,57,77991
job-3091,6,9,4,77686,62,77985
job-3092,2,5,3,77710,114,77964
job-3093,2,7,1,77742,70,78021
job-3094,6,10,1,77767,222,78094
